lat,lon,name,comid
33.0533,-92.1083,Ouachita River,17916483
33.0321,-92.0876,Ouachita River,17916491
32.7436,-92.0522,Ouachita River,17917825
32.6962,-92.0868,Ouachita River,17917829
34.6113,-93.7778,Ouachita River,15234816
34.6101,-93.6974,Ouachita River,15234772
33.583,-92.8051,Ouachita River,22012822
33.4843,-92.7532,Ouachita River,21956246
33.4304,-92.6954,Ouachita River,21956284
33.3457,-92.5321,Ouachita River,21956386
33.3021,-92.4618,Ouachita River,21956440
33.2987,-92.3504,Ouachita River,17916351
33.2648,-92.3096,Ouachita River,17916549
33.1501,-92.1085,Ouachita River,17916441
33.0596,-92.1126,Ouachita River,17916483
42.5908,-76.3686,Owasco Inlet,21978705
42.6181,-76.3843,Owasco Inlet,21978539
42.6421,-76.4078,Owasco Inlet,21978401
42.6755,-76.4322,Owasco Inlet,21978267
42.6596,-76.4285,Owasco Inlet,21978321
42.7104,-76.4344,Owasco Inlet,21978123
42.7181,-76.438,Owasco Inlet,21978101
42.9376,-76.594,Owasco Outlet,21977249
42.9728,-76.6002,Owasco Outlet,21977047
43.0129,-76.6164,Owasco Outlet,21974637
43.0352,-76.6274,Owasco Outlet,21974479
43.0623,-76.6345,Owasco Outlet,21974365
43.076,-76.6483,Owasco Outlet,21974317
43.1483,-70.9653,Oyster River,5845058
43.1328,-70.9475,Oyster River,5845106
39.3464,-83.3762,Paint Creek,5233110
39.3446,-83.3772,Paint Creek,5233110
39.3307,-83.3841,Paint Creek,5233114
43.9495,-71.7239,Paradise Brook,6729691
30.9778,-88.7244,Pascagoula River,18121032
30.8781,-88.7725,Pascagoula River,18121086
40.7336,-74.54,Passaic River,6250276
40.7261,-74.3897,Passaic River,6250836
40.7559,-74.3614,Passaic River,6250802
40.7998,-74.3595,Passaic River,6250762
40.8585,-74.3194,Passaic River,6250690
40.8823,-74.3398,Passaic River,6249902
40.8972,-74.2728,Passaic River,6251110
40.8834,-74.2322,Passaic River,6251152
39.1157,-76.8738,Patuxent River,11905746
38.8951,-76.6764,Patuxent River,11907832
39.8456,-82.6054,PawPaw Creek,5216671
39.8427,-82.6137,PawPaw Creek,5216671
42.8153,-75.5492,Payne Brook,9419917
42.8006,-75.5563,Payne Brook,9419917
27.3029,-81.8464,Peace River,16806727
27.2966,-81.8487,Peace River,16806761
27.221,-81.8763,Peace River,16807219
27.1627,-81.902,Peace River,16807563
27.5507,-81.7938,Peace River,16802433
27.5493,-81.792,Peace River,16802433
27.5039,-81.8073,Peace River,16803063
30.8336,-89.7883,Pearl River,15708419
30.7932,-89.8209,Pearl River,15708443
30.7057,-89.8476,Pearl River,15720505
32.3942,-90.0653,Pearl River,15758244
32.3908,-90.0839,Pearl River,15758260
32.3667,-90.1047,Pearl River,15758280
32.3608,-90.1044,Pearl River,15758286
32.3316,-90.1294,Pearl River,15758306
32.3231,-90.1525,Pearl River,15758314
32.3,-90.1589,Pearl River,15758314
32.2892,-90.1792,Pearl River,15758314
32.2661,-90.1842,Pearl River,15758326
32.2814,-90.1789,Pearl River,15758318
32.1764,-90.2433,Pearl River,15766678
32.0944,-90.2267,Pearl River,15757812
32.0508,-90.2306,Pearl River,15757926
31.9961,-90.2239,Pearl River,15760590
31.955,-90.1906,Pearl River,15760780
31.8753,-90.1381,Pearl River,15761120
31.7911,-90.1425,Pearl River,15737433
31.6389,-90.1089,Pearl River,15737509
31.5536,-90.0878,Pearl River,15737587
31.4197,-90.0161,Pearl River,15739681
31.3169,-89.9117,Pearl River,15738845
31.2381,-89.8467,Pearl River,15702833
30.7925,-89.8214,Pearl River,15708443
31.0872,-89.7722,Pearl River,15702889
32.1768,-90.2436,Pearl River,15766678
32.1588,-90.2429,Pearl River,15758426
32.1521,-90.254,Pearl River,15758430
32.1493,-90.2429,Pearl River,15758436
32.136,-90.2479,Pearl River,15758448
32.1229,-90.2412,Pearl River,15766630
32.1152,-90.2431,Pearl River,15758192
32.1088,-90.2484,Pearl River,15758192
32.0999,-90.2368,Pearl River,15757722
32.3139,-89.8119,Pelahatchie Creek,15751322
32.3189,-89.8278,Pelahatchie Creek,15751306
32.3422,-89.8456,Pelahatchie Creek,15751136
32.345,-89.855,Pelahatchie Creek,15751136
38.8261,-90.7495,Peruque Creek,880404
38.8299,-90.7057,Peruque Creek,879976
38.8445,-90.694,Peruque Creek,879976
35.1161,-93.938,Petit Jean River,7802109
35.1374,-93.8055,Petit Jean River,7801901
33.5392,-110.8746,Pinal Creek,22441642
33.5406,-110.8751,Pinal Creek,22441642
33.5452,-110.8782,Pinal Creek,22441618
33.5503,-110.8854,Pinal Creek,22441618
33.5558,-110.8874,Pinal Creek,22441600
33.5616,-110.8927,Pinal Creek,22441594
33.5476,-110.88,Pinal Creek,22441618
33.549,-110.883,Pinal Creek,22441618
33.5513,-110.8864,Pinal Creek,22441618
33.5563,-110.8873,Pinal Creek,22441600
33.5574,-110.8869,Pinal Creek,22441600
33.5592,-110.8878,Pinal Creek,22441594
33.5637,-110.8943,Pinal Creek,22441594
43.0681,-70.9617,Piscassic River,5845184
43.0806,-70.9494,Piscassic River,5845184
40.9692,-74.2821,Pompton River,6249470
40.8982,-74.2729,Pompton River,6249816
33.5872,-90.775,Porter Bayou,17956647
33.5756,-90.7833,Porter Bayou,17956647
33.5642,-90.7633,Porter Bayou,17956669
33.5672,-90.7489,Porter Bayou,17958029
39.6218,-78.7734,Potomac River,14363552
39.5802,-78.7456,Potomac River,14363594
39.5377,-78.6136,Potomac River,14363650
39.5389,-78.4564,Potomac River,8431820
39.6168,-78.396,Potomac River,8431716
39.6976,-78.1779,Potomac River,5893338
39.605787,-78.011546,Potomac River,5893486
39.606,-77.923,Potomac River,5891914
39.6003,-77.8314,Potomac River,5891910
39.4943,-77.8271,Potomac River,5894770
39.4347,-77.8014,Potomac River,5894792
39.3347,-77.7515,Potomac River,5894850
39.3093,-77.6311,Potomac River,4507592
39.2737,-77.5428,Potomac River,4507348
39.1551,-77.5218,Potomac River,4507430
39.0658,-77.3413,Potomac River,4507474
38.9496,-77.1275,Potomac River,4512772
36.5823,-83.3331,Powell River,22540082
36.5863,-83.3372,Powell River,22540082
36.5818,-83.3416,Powell River,22540082
36.5806,-83.3444,Powell River,22540082
36.5773,-83.3505,Powell River,22540082
36.5746,-83.3558,Powell River,22540082
41.46,-84.5195,Prairie Creek,15662474
41.4512,-84.4973,Prairie Creek,15663098
43.6837,-70.3517,Presumpscot River,6722643
43.7245,-70.3028,Presumpscot River,6724855
43.7181,-70.2692,Presumpscot River,6724881
43.7033,-70.325,Presumpscot River,6721405
45.0095,-122.8434,Pudding River,23800660
45.0381,-122.8346,Pudding River,23800652
45.063,-122.8301,Pudding River,23800650
45.0774,-122.8507,Pudding River,23800610
45.1006,-122.8311,Pudding River,23800610
45.1262,-122.8204,Pudding River,23800606
45.1503,-122.7935,Pudding River,23800604
45.1801,-122.7543,Pudding River,23800598
45.1922,-122.7518,Pudding River,23800596
45.2025,-122.7595,Pudding River,23800596
45.2332,-122.7501,Pudding River,23800594
45.2595,-122.7391,Pudding River,23800568
41.6683,-72.8535,Quinnipiac River,6174398
41.5876,-72.8912,Quinnipiac River,6174422
41.5698,-72.8891,Quinnipiac River,6174428
41.5292,-72.8635,Quinnipiac River,900500017
41.5225,-72.8388,Quinnipiac River,900500016
41.5182,-72.826,Quinnipiac River,6174476
41.4911,-72.8172,Quinnipiac River,6176930
41.475,-72.8256,Quinnipiac River,6176950
41.4582,-72.8357,Quinnipiac River,6177816
41.4327,-72.851,Quinnipiac River,6177822
41.3921,-72.8707,Quinnipiac River,6177234
40.0619,-82.515,Raccoon Creek,15363377
40.058,-82.495,Raccoon Creek,15363463
40.0479,-82.475,Raccoon Creek,15363483
40.0497,-82.4108,Raccoon Creek,15363491
40.1159,-82.6609,Raccoon Creek,15363115
40.1087,-82.6487,Raccoon Creek,15363175
40.1445,-82.696,Raccoon Creek,15363021
40.1418,-82.6923,Raccoon Creek,15363021
30.7739,-88.9142,Red Creek,18106714
30.7356,-88.7781,Red Creek,18107248
30.7205,-88.7384,Red Creek,903370003
33.1464,-93.8444,Red River,19950128
33.0807,-93.8618,Red River,19950146
32.8932,-93.8224,Red River,19944575
32.5154,-93.7405,Red River,19944597
31.85,-93.0933,Red River,19945643
31.8182,-93.0849,Red River,19918022
31.5163,-92.7204,Red River,19916990
31.313,-92.4429,Red River,19408130
31.203,-92.1418,Red River,19408266
32.5478,-93.7547,Red River,19944591
32.2705,-93.5022,Red River,19944997
32.0127,-93.353,Red River,19945017
31.8654,-93.1152,Red River,19945643
47.0346,-96.8157,Red River of the North,6666995
47.0811,-96.817,Red River of the North,6666983
46.9224,-96.7632,Red River of the North,6667835
46.89111111,-96.77,Red River of the North,6667867
46.90861111,-96.76388889,Red River of the North,6667867
46.92888889,-96.76472222,Red River of the North,6667831
46.925,-96.78305556,Red River of the North,6667833
46.93388889,-96.79138889,Red River of the North,6667827
46.95583333,-96.80305556,Red River of the North,6667821
46.97666667,-96.82027778,Red River of the North,6667821
47.00611111,-96.83861111,Red River of the North,6667017
28.3619,-81.5823,Reedy Creek,21477674
28.3486,-81.5812,Reedy Creek,21477674
28.3328,-81.5798,Reedy Creek,21478176
28.2986,-81.5776,Reedy Creek,21478178
35.9427,-106.7047,Rio Calaveras,17825996
35.0892,-106.6803,Rio Grande,17819068
35.0272,-106.6736,Rio Grande,17819108
42.9601,-91.4399,Roberts Creek,13311141
42.9592,-91.4196,Roberts Creek,13311189
42.957,-91.4029,Roberts Creek,13311189
42.9306,-91.3855,Roberts Creek,13311333
42.5058,-89.033,Rock River,13297316
42.4749,-89.0629,Rock River,13298638
42.4599,-89.0781,Rock River,13298654
42.6158,-89.0712,Rock River,13297290
42.5845,-89.0217,Rock River,13297306
42.6698,-89.0319,Rock River,13297276
42.6354,-89.0628,Rock River,13297290
42.6137,-89.0713,Rock River,13297290
42.6847,-89.0263,Rock River,13297268
42.6694,-89.0314,Rock River,13297276
42.6689,-89.0358,Rock River,13297278
42.7918,-89.1228,Rock River,13297248
42.7772,-89.1218,Rock River,13297254
42.7564,-89.1121,Rock River,13297264
42.8034,-89.0893,Rock River,13297236
42.7989,-89.1077,Rock River,13297244
42.7932,-89.121,Rock River,13297244
40.9033,-74.5764,Rockaway River,6249800
40.9028,-74.4097,Rockaway River,6250646
32.4523,-94.9356,Rocky Creek,5278668
32.4662,-94.9185,Rocky Creek,5278668
41.4378,-81.8453,Rocky River,15594635
31.1725,-93.5644,Sabine River,8329706
31.0641,-93.5196,Sabine River,8329788
30.8691,-93.5577,Sabine River,8330778
30.7471,-93.6085,Sabine River,8330800
30.3038,-93.7438,Sabine River,8331804
31.1738,-93.566,Sabine River,8328658
30.8682,-93.5585,Sabine River,8330784
30.0905,-93.7321,Sabine River,8332536
32.8065,-95.9191,Sabine River,5256789
32.7732,-95.7991,Sabine River,5255921
32.7205,-95.6353,Sabine River,5256013
32.6733,-95.572,Sabine River,5256179
32.6137,-95.4858,Sabine River,5275740
32.6015,-95.3922,Sabine River,5275784
32.5599,-95.2066,Sabine River,5275972
32.5271,-94.9602,Sabine River,5274290
32.4769,-94.8509,Sabine River,5278678
32.417,-94.7095,Sabine River,5279488
32.3701,-94.4581,Sabine River,5279502
32.3289,-94.3542,Sabine River,5278868
32.4335,-94.76,Sabine River,5279484
32.4168,-94.7099,Sabine River,5279488
32.3996,-94.6042,Sabine River,5278764
41.3475,-84.8441,Saint Joseph River,15678193
41.2229,-85.0079,Saint Joseph River,15679487
39.2953,-106.3846,Saint Kevin Gulch,916459
39.2947,-106.3793,Saint Kevin Gulch,916459
39.2946,-106.3786,Saint Kevin Gulch,916459
39.2932,-106.374,Saint Kevin Gulch,916459
40.7794,-84.8423,Saint Marys River,15672071
40.8943,-85.008,Saint Marys River,15673395
40.752,-84.7935,Saint Marys River,15672121
41.0837,-85.1358,Saint Marys River,15669975
43.305,-70.9064,Salmon Falls River,5844618
43.2694,-70.8731,Salmon Falls River,5844770
40.8342,-96.7011,Salt Creek,17405603
40.8839,-96.6439,Salt Creek,17405835
40.905,-96.5864,Salt Creek,17405523
40.9656,-96.4506,Salt Creek,17405447
41.0342,-96.3675,Salt Creek,17399299
41.0353,-96.3136,Salt Creek,17399989
40.6581,-96.6656,Salt Creek,17405877
40.6975,-96.6836,Salt Creek,17405673
40.7703,-96.7184,Salt Creek,17405897
40.8471,-96.6822,Salt Creek,17405849
40.8573,-96.6652,Salt Creek,17405847
40.8778,-96.6625,Salt Creek,17405835
40.8861,-96.6242,Salt Creek,17405835
40.7852,-96.7204,Salt Creek,17405629
42.0125,-88.0009,Salt Creek,14785333
41.9928,-87.9956,Salt Creek,14785827
41.9839,-87.9906,Salt Creek,14785827
41.8648,-87.9506,Salt Creek,14785899
41.8556,-87.9492,Salt Creek,14785899
41.8473,-87.937,Salt Creek,14785905
41.8459,-87.8523,Salt Creek,14785935
41.835,-87.8428,Salt Creek,14785935
41.8278,-87.8428,Salt Creek,14785935
41.8395,-87.8389,Salt Creek,14785935
41.8192,-87.837,Salt Creek,14785935
37.2477,-120.8521,San Joaquin River,19777307
37.4319,-121.0138,San Joaquin River,2828044
37.4974,-121.083,San Joaquin River,2826944
37.676,-121.2663,San Joaquin River,1897416
37.3505,-120.9622,San Joaquin River,2833552
37.6359,-120.6185,San Joaquin River,2823882
37.6172,-120.9388,San Joaquin River,2823960
37.6091,-121.0308,San Joaquin River,2820002
39.3284,-85.4861,Sand Creek,18454449
39.2964,-85.4903,Sand Creek,18454457
39.2815,-85.502,Sand Creek,18454631
39.247,-85.5334,Sand Creek,18454639
41.136,-83.1631,Sandusky River,15612766
41.1527,-83.1572,Sandusky River,15618994
41.1678,-83.1629,Sandusky River,15612760
40.9567,-83.2725,Sandusky River,15614818
40.9649,-83.2687,Sandusky River,15613720
40.9783,-83.2405,Sandusky River,15614682
40.9888,-83.2038,Sandusky River,15613656
41.0089,-83.1945,Sandusky River,15612812
41.0305,-83.216,Sandusky River,15612806
41.0442,-83.1949,Sandusky River,15612798
41.1041,-83.1865,Sandusky River,15612776
41.1311,-83.1661,Sandusky River,15612770
41.1679,-83.163,Sandusky River,15612760
41.2098,-83.1452,Sandusky River,15612750
41.2393,-83.1453,Sandusky River,15612730
41.2633,-83.1571,Sandusky River,15612730
41.3078,-83.1588,Sandusky River,15612718
41.3262,-83.1363,Sandusky River,15612714
41.347,-83.1122,Sandusky River,15612706
40.1917,-88.4001,Sangamon River,13571707
40.0309,-88.589,Sangamon River,13571751
39.9523,-88.7265,Sangamon River,13572517
40.1806,-88.4078,Sangamon River,13571331
40.0023,-88.6354,Sangamon River,13571601
39.8311,-88.9765,Sangamon River,13572849
39.8345,-89.007,Sangamon River,13573649
39.8245,-89.0287,Sangamon River,13573715
39.7967,-89.1042,Sangamon River,13573777
39.8028,-89.1565,Sangamon River,13574153
39.8031,-89.2693,Sangamon River,13573753
39.7675,-89.3456,Sangamon River,13573889
39.8028,-89.497,Sangamon River,13573761
39.8098,-89.534,Sangamon River,13573711
39.823,-89.5439,Sangamon River,14820431
39.7628,-89.4423,Sangamon River,13574183
39.7423,-89.3993,Sangamon River,13574183
34.4252,-118.5596,Santa Clara River,17575849
34.4261,-118.5792,Santa Clara River,17574541
34.4267,-118.5865,Santa Clara River,17574541
34.4308,-118.5927,Santa Clara River,17574541
34.4194,-118.6291,Santa Clara River,17574585
34.4054,-118.6729,Santa Clara River,17574683
34.4003,-118.7126,Santa Clara River,17574717
34.4021,-118.7537,Santa Clara River,17575785
34.4617,-118.7503,Santa Clara River,17575779
34.3949,-118.7985,Santa Clara River,17575737
34.3887,-118.8499,Santa Clara River,17575789
34.3897,-118.9164,Santa Clara River,17575783
34.3482,-119.0514,Santa Clara River,17573665
44.7542,-123.1073,Santiam River,23780409
44.7568,-123.1206,Santiam River,23780407
44.7514,-123.1236,Santiam River,23780405
44.7504,-123.1427,Santiam River,23780405
44.7526,-122.2984,Santiam River,23780511
44.7526,-122.4112,Santiam River,23780495
44.755,-122.4775,Santiam River,23780493
44.7887,-122.6179,Santiam River,23780481
44.7915,-122.7944,Santiam River,23780467
44.7583,-122.865,Santiam River,23780895
44.7082,-122.9706,Santiam River,23780883
44.6868,-123.0068,Santiam River,23780427
44.7151,-123.0123,Santiam River,23780423
44.7378,-123.0527,Santiam River,23780419
44.7505,-123.1426,Santiam River,23780405
45.4745,-94.3403,Sauk River,4981628
45.5373,-94.2977,Sauk River,4979708
45.5694,-94.2266,Sauk River,4980096
45.5916,-94.178,Sauk River,4980088
40.6367,-83.5979,Scioto River,5212083
40.6376,-83.5864,Scioto River,5212089
40.6372,-83.5748,Scioto River,5212089
39.8809,-83.0185,Scioto River,5218181
43.0836,-75.542,Sconondoa Creek,22024116
43.08,-75.5897,Sconondoa Creek,22024114
43.083,-75.6222,Sconondoa Creek,22024114
45.0206,-69.2923,Sebasticook River,3318736
44.9545,-69.2806,Sebasticook River,3321522
44.9162,-69.2584,Sebasticook River,3320288
44.8345,-69.2723,Sebasticook River,3320490
44.7926,-69.2956,Sebasticook River,3321558
44.7501,-69.3437,Sebasticook River,3321980
44.5385,-69.6281,Sebasticook River,3322462
44.8849,-69.4526,Sebasticook River,3320390
44.8575,-69.4323,Sebasticook River,3322626
44.8336,-69.4068,Sebasticook River,3321880
44.7826,-69.3787,Sebasticook River,3321700
44.692,-69.4268,Sebasticook River,3322116
44.5473,-69.6269,Sebasticook River,3322462
44.6355,-69.5014,Sebasticook River,3322242
44.5853,-69.5498,Sebasticook River,3322322
42.8709,-76.9379,Seneca River,21979923
42.9017,-76.8647,Seneca River,21979823
42.9153,-76.7864,Seneca River,21979729
42.9474,-76.7358,Seneca River,21979641
43.0005,-76.7306,Seneca River,21975319
43.0561,-76.7007,Seneca River,21975241
43.0793,-76.6449,Seneca River,21975165
43.0709,-76.5567,Seneca River,21975141
43.1009,-76.4994,Seneca River,21975131
43.1104,-76.4561,Seneca River,21975115
43.157,-76.3316,Seneca River,21975021
43.1303,-76.2537,Seneca River,21975029
43.1761,-76.277,Seneca River,21974995
43.2017,-76.2779,Seneca River,21974991
42.2286,-72.0192,Sevenmile River,7690469
42.2286,-72.0225,Sevenmile River,7690469
42.2239,-72.045,Sevenmile River,7691631
44.9042,-122.9867,Shelton Ditch,23791167
44.927,-123.0181,Shelton Ditch,23792649
44.9359,-123.0393,Shelton Ditch,23792647
38.9585,-78.1221,Shenandoah River,8446512
39.0412,-77.9993,Shenandoah River,8445282
39.1243,-77.8917,Shenandoah River,8445178
39.2549,-77.8166,Shenandoah River,8445112
39.3201,-77.7423,Shenandoah River,8445032
38.8703,-89.5204,Shoal Creek,13882542
38.7337,-89.5023,Shoal Creek,13883072
38.6098,-89.4945,Shoal Creek,13883102
38.6464,-89.5081,Shoal Creek,13883092
40.9603,-81.6781,Silver Creek,19387668
40.9511,-81.6722,Silver Creek,19387668
38.3824,-85.7332,Silver Creek,10163582
38.3709,-85.7264,Silver Creek,10163856
38.3591,-85.7473,Silver Creek,10163856
38.3342,-85.7947,Silver Creek,10163652
38.3006,-85.7918,Silver Creek,10163688
30.3068,-81.5747,Silversmith Creek,16658447
30.3059,-81.5751,Silversmith Creek,16658447
30.3089,-81.5789,Silversmith Creek,16658447
33.9739,-89.8653,Simmons Creek,18045670
33.9689,-89.9022,Simmons Creek,18045704
33.9483,-89.9494,Simmons Creek,18045756
32.545,-89.3622,Sipsey Creek,15787508
32.54,-89.3703,Sipsey Creek,15787508
32.5431,-89.365,Sipsey Creek,15787508
32.5431,-89.3667,Sipsey Creek,15787508
32.54,-89.3697,Sipsey Creek,15787508
32.5369,-89.3753,Sipsey Creek,15787508
32.5375,-89.3889,Sipsey Creek,15787508
42.9488,-76.4355,Skaneateles Creek,21977153
42.9612,-76.4399,Skaneateles Creek,21977153
42.973,-76.4445,Skaneateles Creek,21977153
42.9798,-76.4475,Skaneateles Creek,21977153
42.9915,-76.4546,Skaneateles Creek,21976933
42.9935,-76.4583,Skaneateles Creek,21976933
43.0017,-76.4602,Skaneateles Creek,21974657
43.0149,-76.4725,Skaneateles Creek,21974979
43.0296,-76.4635,Skaneateles Creek,21974979
43.0529,-76.4648,Skaneateles Creek,21974979
43.073,-76.48,Skaneateles Creek,21974303
43.0654,-76.4721,Skaneateles Creek,21974979
33.3675,-92.6479,Smackover Creek,21955120
33.3885,-93.0446,Smackover Creek,21957344
33.3758,-92.7769,Smackover Creek,21956120
39.5529,-105.8422,Snake River,1314085
39.5581,-105.8473,Snake River,1314085
39.5589,-105.8486,Snake River,1314085
39.5596,-105.8489,Snake River,1314085
39.5638,-105.8603,Snake River,1314085
39.5639,-105.8608,Snake River,1314073
39.5659,-105.8612,Snake River,1314073
39.5714,-105.8614,Snake River,1314073
32.7689,-88.6594,Snoody Creek,18530646
32.7533,-88.6556,Snoody Creek,18530688
32.7567,-88.6322,Snoody Creek,18530686
32.7567,-88.6019,Snoody Creek,18530674
48.3722,-101.5054,Souris River,14049217
48.2458,-101.3713,Souris River,14049227
48.0939,-100.8621,Souris River,14172573
48.5056,-100.4349,Souris River,14169775
38.9886,-79.1252,South Branch Potomac River,8423280
39.0031,-79.0791,South Branch Potomac River,8420970
39.0505,-78.993,South Branch Potomac River,8420282
39.1039,-78.9594,South Branch Potomac River,8420258
39.3392,-78.7752,South Branch Potomac River,8420162
39.354,-78.7658,South Branch Potomac River,8420158
39.4275,-78.7151,South Branch Potomac River,8420120
39.447,-78.6542,South Branch Potomac River,8420360
38.1333,-84.64,South Elkhorn Creek,1825236
38.1413,-84.6453,South Elkhorn Creek,1825236
33.3932,-81.1332,South Fork Edisto River,10553860
33.3754,-81.0827,South Fork Edisto River,10553874
33.3369,-81.0186,South Fork Edisto River,10553876
33.3142,-80.9651,South Fork Edisto River,10551046
37.4517,-83.6435,South Fork Kentucky River,503834
37.4597,-83.6509,South Fork Kentucky River,503834
38.0572,-78.9075,South Fork Shenandoah River,5908521
38.0889,-78.8769,South Fork Shenandoah River,5908485
38.1561,-78.8549,South Fork Shenandoah River,5908441
38.2187,-78.8367,South Fork Shenandoah River,5908375
38.355,-78.6962,South Fork Shenandoah River,5908817
38.4818,-78.6271,South Fork Shenandoah River,5908617
38.5344,-78.6117,South Fork Shenandoah River,5907189
38.6462,-78.5347,South Fork Shenandoah River,5907167
38.7012,-78.493,South Fork Shenandoah River,5907161
38.8401,-78.3307,South Fork Shenandoah River,5907123
38.914,-78.2108,South Fork Shenandoah River,5907079
38.9585,-78.1221,South Fork Shenandoah River,8446512
39.0412,-77.9993,South Fork Shenandoah River,8445282
33.9233,-89.9197,South Fork Tillatoba Creek,18045806
33.9317,-89.9439,South Fork Tillatoba Creek,18045794
33.9597,-89.96,South Fork Tillatoba Creek,18045752
33.9892,-89.9922,South Fork Tillatoba Creek,18045634
40.344,-86.7454,South Fork Wildcat Creek,20097993
40.4178,-86.7681,South Fork Wildcat Creek,20097619
40.3001,-86.5061,South Fork Wildcat Creek,20097891
40.3101,-86.5073,South Fork Wildcat Creek,20097867
40.3149,-86.5156,South Fork Wildcat Creek,20097849
40.3126,-86.5322,South Fork Wildcat Creek,20097849
40.3151,-86.5454,South Fork Wildcat Creek,20097849
40.3239,-86.5628,South Fork Wildcat Creek,20097849
40.3209,-86.6184,South Fork Wildcat Creek,20097849
29.8306,-95.6867,South Mayde Creek,1440237
29.78,-95.624,South Mayde Creek,1440289
39.5622,-105.0572,South Platte River,188319
39.5663,-105.0411,South Platte River,188305
39.6189,-105.0191,South Platte River,188811
39.65,-105.0135,South Platte River,188809
39.6304,-105.0149,South Platte River,188811
39.665,-105.0041,South Platte River,194423
39.6787,-104.9983,South Platte River,189919
39.6897,-104.9997,South Platte River,189353
39.6914,-104.997,South Platte River,189915
39.6966,-104.9927,South Platte River,189915
39.7116,-105.0003,South Platte River,189345
39.7295,-105.0169,South Platte River,188097
39.7597,-105.0033,South Platte River,228593
39.7676,-104.98,South Platte River,229757
39.7754,-104.9787,South Platte River,229757
39.7869,-104.975,South Platte River,229757
39.6537,-105.0062,South Platte River,188809
27.8491,-82.1157,South Prong Alafia River,16896192
27.8624,-82.1372,South Prong Alafia River,16896184
38.0572,-78.9075,South River,5908521
38.0889,-78.8769,South River,5908485
38.1561,-78.8549,South River,5908441
38.2187,-78.8367,South River,5908375
43.7214,-76.1569,South Sandy Creek,21623375
43.7153,-76.1678,South Sandy Creek,21623387
43.7114,-76.1775,South Sandy Creek,21623939
44.45,-122.5487,South Santiam River,23785923
44.4272,-122.6176,South Santiam River,23785915
44.4158,-122.6324,South Santiam River,23785913
44.4151,-122.6701,South Santiam River,23785767
44.4009,-122.736,South Santiam River,23785715
44.461,-122.7688,South Santiam River,23785701
44.4985,-122.8234,South Santiam River,23785687
44.5167,-122.863,South Santiam River,23785681
44.5388,-122.8892,South Santiam River,23785681
44.6376,-122.9254,South Santiam River,23785657
44.6882,-123.0078,South Santiam River,23785607
34.7181,-88.9633,South Tippah Creek,15283444
34.6969,-88.9828,South Tippah Creek,15283464
34.6906,-89.0008,South Tippah Creek,15284766
34.7094,-89.0356,South Tippah Creek,15284702
43.1332,-123.3984,South Umpqua River,23900935
45.1687,-123.2082,South Yamhill River,23796633
45.1681,-123.1913,South Yamhill River,23796633
45.1744,-123.185,South Yamhill River,23796631
45.1802,-123.1576,South Yamhill River,23796631
45.1915,-123.1809,South Yamhill River,23796631
45.2069,-123.1815,South Yamhill River,23796627
45.2158,-123.1676,South Yamhill River,23796627
45.2135,-123.1474,South Yamhill River,23796627
32.3442,-88.7272,Sowashee Creek,18194887
32.3378,-88.7336,Sowashee Creek,18194887
32.3336,-88.7356,Sowashee Creek,18194887
32.3283,-88.7353,Sowashee Creek,18194887
32.3217,-88.7367,Sowashee Creek,18194887
32.3108,-88.7394,Sowashee Creek,18194887
32.3047,-88.7447,Sowashee Creek,18194887
32.3056,-88.7511,Sowashee Creek,18195329
35.5568,-93.4899,Spadra Creek,7765727
35.4684,-93.463,Spadra Creek,7768889
41.9634,-88.0312,Spring Brook,14787357
41.9675,-88.0203,Spring Brook,14787357
41.9711,-88.0131,Spring Brook,14787357
31.1597,-92.6917,Spring Creek,15144774
31.1318,-92.6774,Spring Creek,15144854
31.0673,-92.6181,Spring Creek,15145296
31.0019,-92.5686,Spring Creek,15145990
30.9854,-92.5132,Spring Creek,15148372
36.217,-94.173,Spring Creek,397616
36.2229,-94.1894,Spring Creek,397574
36.2404,-94.2258,Spring Creek,397506
36.2437,-94.2388,Spring Creek,397506
36.2169,-94.173,Spring Creek,397616
36.2408,-94.226,Spring Creek,397506
36.2439,-94.2388,Spring Creek,397506
40.1321,-84.3579,Stillwater River,3983748
40.0578,-84.3561,Stillwater River,3984094
39.8551,-84.2665,Stillwater River,3986112
39.8695,-84.2824,Stillwater River,3986322
39.7984,-84.2066,Stillwater River,3986426
30.338,-81.56,Strawberry Creek,16658367
30.3366,-81.5601,Strawberry Creek,16658367
30.3329,-81.5602,Strawberry Creek,16658367
30.3391,-81.5598,Strawberry Creek,16658367
30.3303,-81.5618,Strawberry Creek,16658367
42.4411,-71.3683,Sudbury River,6773067
42.4517,-71.3722,Sudbury River,6773327
42.4598,-71.3595,Sudbury River,6773327
42.3742,-71.3822,Sudbury River,6772909
42.3947,-71.3653,Sudbury River,6772891
40.0489,-86.8995,Sugar Creek,18482486
39.9667,-87.0122,Sugar Creek,18483176
40.7019,-81.5948,Sugar Creek,19388620
40.6878,-81.5885,Sugar Creek,19388706
40.6503,-87.5262,Sugar Creek,13454020
40.6989,-87.42,Sugar Creek,13453946
43.3711,-72.1828,Sugar River,9330916
43.3739,-72.335,Sugar River,9330944
42.6786,-74.9378,Susquehanna River,8083735
42.6672,-74.9458,Susquehanna River,8083735
42.1022,-75.8975,Susquehanna River,8088097
