lat,lon,name,comid
31.3317,-91.3603,Homochitto River,19112980
42.9641,-77.603,Honeoye Creek,15540125
42.967,-77.6139,Honeoye Creek,15539033
42.5985,-89.6678,Honey Creek,13410798
42.5899,-89.6782,Honey Creek,13410798
42.5779,-89.6803,Honey Creek,13410908
42.5633,-89.6833,Honey Creek,13410908
39.7957,-105.7862,Hoop Creek,2885074
39.7912,-105.78,Hoop Creek,2885074
39.7842,-105.7835,Hoop Creek,2885074
39.7761,-105.7833,Hoop Creek,2885074
39.788,-105.7954,Hoop Creek Tributary B,2885074
39.7833,-105.791,Hoop Creek Tributary B,2885074
39.7761,-105.7833,Hoop Creek Tributary B,2885074
42.6439,-73.1081,Hoosic River,22290229
42.665,-73.1044,Hoosic River,22290229
42.6856,-73.1058,Hoosic River,22290229
42.8094,-73.2863,Hoosic River,22290349
42.8267,-73.3225,Hoosic River,22290349
42.8565,-73.3403,Hoosic River,22290057
42.8957,-73.3596,Hoosic River,22290001
42.9546,-110.5913,North Horse Creek,18347885
42.9323,-110.4667,North Horse Creek,18347983
42.9467,-110.3963,North Horse Creek,18347939
43.9348,-71.7457,Hubbard Brook,6731117
43.9515,-71.7257,Hubbard Brook Tributary 1,6729679
43.9534,-71.7236,Hubbard Brook Tributary 2,6729679
43.9554,-71.7224,Hubbard Brook Tributary 3,6729679
43.9523,-71.7293,Hubbard Brook Tributary 4,6729679
43.949,-71.7317,Hubbard Brook Tributary 5,6729695
43.95,-71.7355,Hubbard Brook Tributary 6,6729695
43.1597,-73.5824,Hudson River,22288425
43.1381,-73.5918,Hudson River,22288449
43.2646,-73.5905,Hudson River,22288379
43.1267,-73.5873,Hudson River,22288449
43.1167,-73.5761,Hudson River,22288449
43.0984,-73.5732,Hudson River,22288459
42.9356,-73.6518,Hudson River,22290453
42.9127,-73.6791,Hudson River,22290483
42.9054,-73.6828,Hudson River,22290503
42.8776,-73.6777,Hudson River,22290527
42.8243,-73.6634,Hudson River,22290555
42.7887,-73.6745,Hudson River,22290565
42.7716,-73.682,Hudson River,6186142
42.7523,-73.689,Hudson River,6186146
35.0538,-83.4315,Hugh White Creek,19736307
34.6442,-86.605,Huntsville Spring Branch,19621400
34.6725,-86.6017,Huntsville Spring Branch,19620296
35.5023,-92.9716,Illinois Bayou,7764223
35.4664,-93.0411,Illinois Bayou,7770981
35.4109,-93.1338,Illinois Bayou,7771285
36.0254,-94.321,Illinois River,398946
36.0545,-94.3185,Illinois River,398778
36.1031,-94.3444,Illinois River,398478
36.1348,-94.3583,Illinois River,398252
36.1765,-94.4055,Illinois River,397906
36.1665,-94.4344,Illinois River,397968
36.1734,-94.4505,Illinois River,398000
36.1447,-94.4944,Illinois River,398128
36.1226,-94.5163,Illinois River,399538
36.135,-94.3583,Illinois River,398252
36.1758,-94.392,Illinois River,397926
36.1667,-94.4339,Illinois River,397968
36.1448,-94.4949,Illinois River,398128
36.0546,-94.3186,Illinois River,398778
36.1737,-94.4507,Illinois River,398000
41.3231,-88.7084,Illinois River,14780180
41.3419,-88.8339,Illinois River,14835397
41.3248,-88.984,Illinois River,14835421
41.3275,-89.0106,Illinois River,14837681
41.3121,-89.1999,Illinois River,14837703
41.2519,-89.3491,Illinois River,14837777
41.2573,-89.3459,Illinois River,14837777
41.1073,-89.3565,Illinois River,14837877
40.914,-89.4825,Illinois River,14839407
40.725,-89.5495,Illinois River,14839329
40.632,-89.6243,Illinois River,13606160
34.8131,-88.1828,Indian Creek,19582237
34.8194,-88.1778,Indian Creek,19582237
34.8297,-88.1808,Indian Creek,19582189
34.8333,-88.1808,Indian Creek,19582189
34.8378,-88.1803,Indian Creek,19582189
34.8419,-88.1814,Indian Creek,19582189
34.8594,-88.1847,Indian Creek,19582077
31.8308,-86.1233,Indian Creek,2376695
44.1447,-75.7894,Indian River,15484467
44.1747,-75.7833,Indian River,15484381
42.6281,-70.9172,Ipswich River,5860429
42.6536,-70.9122,Ipswich River,5860645
42.6594,-70.8947,Ipswich River,5860401
44.7347,-92.4593,Isabelle Creek,1874871
44.7239,-92.4568,Isabelle Creek,1874871
44.7181,-92.4515,Isabelle Creek,1874111
44.7036,-92.4529,Isabelle Creek,1874131
37.007,-93.3641,James River,7607905
30.2317,-82.1392,John Rowe Branch,18260523
30.2307,-82.1412,John Rowe Branch,18260523
30.2301,-82.1439,John Rowe Branch,18260523
31.8611,-90.4125,Jones Creek,19140969
31.8567,-90.4233,Jones Creek,19140993
31.8508,-90.4344,Jones Creek,19141065
31.8433,-90.4567,Jones Creek,19141111
45.4776,-122.5079,Johnson Creek,23815066
45.4721,-122.5239,Johnson Creek,23815066
45.4685,-122.5679,Johnson Creek,23815064
45.4612,-122.6416,Johnson Creek,23815064
45.4459,-122.6442,Johnson Creek,23815062
39.3782,-76.6441,Jones Falls,11688952
39.3671,-76.6487,Jones Falls,11689050
39.3458,-76.6494,Jones Falls,11689050
39.3264,-76.6353,Jones Falls,11689134
40.5268,-111.9195,Jordan River,10389786
40.559,-111.9082,Jordan River,10389710
40.5874,-111.9127,Jordan River,10389660
40.6452,-111.9224,Jordan River,10390326
40.667,-111.9087,Jordan River,10389520
40.6996,-111.9269,Jordan River,10389504
40.726,-111.9263,Jordan River,10389458
40.7336,-111.9233,Jordan River,10390290
40.7405,-111.923,Jordan River,10390290
40.7543,-111.9235,Jordan River,10390290
40.7802,-111.9385,Jordan River,10390290
38.1193,-81.1309,Kanawha River,6919030
38.152,-81.1795,Kanawha River,6919020
38.1382,-81.2143,Kanawha River,6925383
38.1302,-81.2638,Kanawha River,6925389
38.1959,-81.3748,Kanawha River,6925323
38.198,-81.4916,Kanawha River,6925359
38.2529,-81.5693,Kanawha River,6925281
38.3329,-81.5982,Kanawha River,6925255
38.3659,-81.6689,Kanawha River,19315500
38.3919,-81.8324,Kanawha River,19315482
38.5245,-81.9121,Kanawha River,19314276
38.751,-81.9614,Kanawha River,19314186
38.8373,-82.1399,Kanawha River,19317618
42.1553,-73.4308,Karner Brook,7709974
42.1567,-73.4292,Karner Brook,7709974
42.1583,-73.4222,Karner Brook,7710428
40.1131,-88.3487,Kaskaskia River,13769636
39.9228,-88.3662,Kaskaskia River,13769954
39.8053,-88.3687,Kaskaskia River,13770104
39.8789,-88.3764,Kaskaskia River,13770022
39.7031,-88.3864,Kaskaskia River,13770278
39.8345,-88.3701,Kaskaskia River,13770054
42.4042,-77.2227,Keuka Inlet,21984599
42.6597,-77.0529,Keuka Lake Outlet,21982267
42.6599,-77.0375,Keuka Lake Outlet,21982267
42.6671,-76.9948,Keuka Lake Outlet,21978265
42.6804,-76.9539,Keuka Lake Outlet,21978203
43.1765,-89.217,Koshkonong Creek,13293528
43.1695,-89.2212,Koshkonong Creek,13294156
43.1622,-89.2272,Koshkonong Creek,13294156
43.1621,-89.2371,Koshkonong Creek,13293560
43.8464,-73.4094,La Chute,10312290
43.8433,-73.3957,La Chute,10312290
43.0831,-70.9956,Lamprey River,5845560
43.11,-70.9689,Lamprey River,5845142
43.0906,-70.9403,Lamprey River,5846042
31.3756,-89.2797,Leaf River,18157113
31.3431,-89.2803,Leaf River,18135826
31.2269,-89.0872,Leaf River,18135930
31.1822,-88.9189,Leaf River,18134358
31.1028,-88.8058,Leaf River,18134412
35.5794,-94.5201,Lee Creek,1540027
35.5193,-94.4663,Lee Creek,1539671
41.1047,-75.7325,Lehigh River,4186403
41.0611,-75.7719,Lehigh River,4186449
40.8675,-75.7361,Lehigh River,4188361
40.7828,-75.6072,Lehigh River,4188205
40.6758,-75.49,Lehigh River,4188247
40.615,-75.3789,Lehigh River,4188281
40.6869,-75.2089,Lehigh River,4188251
41.0386,-75.7617,Lehigh River,4185897
40.7569,-75.6033,Lehigh River,4188205
40.6692,-75.2367,Lehigh River,4188251
40.0525,-82.3715,Licking River,15363473
40.0544,-82.35,Licking River,15363473
43.0883,-75.9941,Limestone Creek,22024080
43.1043,-75.9796,Limestone Creek,22024026
44.2221,-70.5101,Little Androscoggin River,6712571
44.1369,-70.49,Little Androscoggin River,6712319
44.1053,-70.393,Little Androscoggin River,6712085
44.0881,-70.2255,Little Androscoggin River,6716131
39.7283,-84.104,Little Beaver Creek,3931710
39.7272,-84.0845,Little Beaver Creek,3931702
39.7229,-84.0583,Little Beaver Creek,3931716
40.8667,-81.7737,Little Chippewa Creek,19387894
40.8741,-81.7795,Little Chippewa Creek,19387874
31.9767,-90.3553,Little Copiah Creek,15735855
31.9589,-90.3478,Little Copiah Creek,15735857
31.9425,-90.3275,Little Copiah Creek,15735867
35.1091,-78.9434,Little Cross Creek,8846495
35.1013,-78.9281,Little Cross Creek,8846519
35.0888,-78.9239,Little Cross Creek,8846537
35.0768,-78.9103,Little Cross Creek,8846565
35.0688,-78.8961,Little Cross Creek,8846585
39.2794,-85.2472,Little Laughery Creek,3406819
39.2601,-85.2432,Little Laughery Creek,3406819
39.2518,-85.2407,Little Laughery Creek,3406821
39.2961,-85.213,Little Laughery Creek Tributary,3406819
39.3074,-85.2347,Little Laughery Creek Tributary,3406819
39.306,-85.2388,Little Laughery Creek Tributary,3406819
40.447,-85.3617,Little Lick Creek,18503839
40.4431,-85.3673,Little Lick Creek,18503839
40.442,-85.3702,Little Lick Creek,18503839
41.3282,-124.0262,Little Lost Man Creek,8315609
41.3283,-124.027,Little Lost Man Creek,8315609
41.3282,-124.0277,Little Lost Man Creek,8315609
41.3282,-124.0283,Little Lost Man Creek,8315609
41.3283,-124.0301,Little Lost Man Creek,8315609
39.6915,-84.0286,Little Miami River,3931780
39.6621,-84.0405,Little Miami River,3931818
39.7271,-84.1035,Little Miami River,3931726
39.6995,-84.0281,Little Miami River,3931750
39.6916,-84.0285,Little Miami River,3931780
39.5834,-84.0302,Little Miami River,3932144
39.0923,-76.768,Little Patuxent River,11906188
37.9098,-91.9035,Little Piney Creek,7446307
37.913,-91.9305,Little Piney Creek,7446303
37.9158,-91.9475,Little Piney Creek,7446261
37.9183,-91.9708,Little Piney Creek,7446255
40.9993,-107.2378,Little Snake River,18278593
40.9955,-107.3864,Little Snake River,18278577
41.0283,-107.5492,Little Snake River,18276331
41.0399,-107.6571,Little Snake River,18275823
40.9952,-107.7249,Little Snake River,18278555
41.003,-107.9224,Little Snake River,18276337
41.1093,-83.9653,Little Yellow Creek,15636563
41.1239,-83.9479,Little Yellow Creek,15636563
44.1212,-123.3016,Long Tom River,23763139
44.1545,-123.2919,Long Tom River,23763133
44.1905,-123.2786,Long Tom River,23763131
44.2372,-123.2652,Long Tom River,23763105
44.2517,-123.2671,Long Tom River,23763105
44.2809,-123.2898,Long Tom River,23763079
44.3156,-123.2962,Long Tom River,23763075
44.3631,-123.2908,Long Tom River,23763073
44.3731,-123.2618,Long Tom River,23763073
44.3426,-123.2955,Long Tom River,23763073
44.2169,-122.2479,Lookout Creek,23773411
44.2177,-122.2469,Lookout Creek,23773411
44.2178,-122.2468,Lookout Creek,23773411
44.2179,-122.2463,Lookout Creek,23773411
44.2167,-122.2481,Lookout Creek,23773411
44.2174,-122.2475,Lookout Creek,23773411
44.2193,-122.2409,Lookout Creek,23773411
44.2153,-122.2297,Lookout Creek,23773411
44.2161,-122.2325,Lookout Creek,23773411
40.5128,-89.4018,Mackinaw River,13598037
40.4475,-89.6912,Mackinaw River,13598753
40.4828,-89.429,Mackinaw River,13598659
40.2228,-83.7732,Mad River,3981446
40.1948,-83.7966,Mad River,3981496
40.1551,-83.7885,Mad River,3981632
40.0859,-83.8013,Mad River,3981782
40.007,-83.8233,Mad River,3982168
39.9442,-83.8491,Mad River,3985520
39.9234,-83.8512,Mad River,3985344
39.9231,-83.8702,Mad River,3985530
39.9056,-83.9099,Mad River,3985414
39.8753,-83.9952,Mad River,3985436
39.8494,-84.0363,Mad River,3986330
39.8431,-84.0508,Mad River,3986374
39.7973,-84.0885,Mad River,3986396
39.7914,-84.1263,Mad River,3986430
39.7685,-84.1835,Mad River,3986450
42.9711,-89.3524,Madison effluent channel,13296604
42.9609,-89.3485,Madison effluent channel,13297328
42.9352,-89.3515,Madison effluent channel,13296652
42.9282,-89.3292,Madison effluent channel,13296678
42.9463,-89.353,Madison effluent channel,13296652
42.9258,-89.3556,Madison effluent channel,13296652
41.2362,-80.821,Mahoning River,13153257
41.1774,-80.7656,Mahoning River,13153407
41.154,-80.7059,Mahoning River,13153529
41.1112,-80.6729,Mahoning River,13153621
41.0799,-80.6219,Mahoning River,13153701
41.0367,-80.5362,Mahoning River,13154299
41.0185,-80.4406,Mahoning River,13153971
40.9708,-80.3843,Mahoning River,13157303
43.6442,-72.1903,Mascoma River,9327152
43.6397,-72.23,Mascoma River,9327162
41.7197,-70.8589,Mattapoisett River,5878903
41.715,-70.8578,Mattapoisett River,5878903
41.7131,-70.8461,Mattapoisett River,5878903
41.0824,-85.1324,Maumee River,15668481
41.1713,-84.8035,Maumee River,15667715
34.9141,-92.8001,Maumelle River,22846005
34.8759,-92.7746,Maumelle River,22846153
30.3438,-81.8791,McGirts Creek,16658259
30.3136,-81.8556,McGirts Creek,16659395
30.3393,-81.8697,McGirts Creek,16658259
30.3304,-81.8616,McGirts Creek,16659395
30.3157,-81.8561,McGirts Creek,16659395
30.3053,-81.8528,McGirts Creek,16659395
44.2679,-122.0498,McKenzie River,23773359
44.1932,-122.0507,McKenzie River,23773331
44.1741,-122.1616,McKenzie River,23773317
44.16,-122.2937,McKenzie River,23773217
44.1537,-122.3429,McKenzie River,23773003
44.129,-122.3809,McKenzie River,23772989
44.1483,-122.5876,McKenzie River,23772871
44.1373,-122.6123,McKenzie River,23772865
44.0917,-122.7155,McKenzie River,23772825
44.0763,-122.7552,McKenzie River,23775137
44.056,-122.8305,McKenzie River,23772789
44.0632,-122.8853,McKenzie River,23772775
44.0712,-122.9645,McKenzie River,23772751
44.0844,-122.9711,McKenzie River,23772749
44.1123,-123.047,McKenzie River,23772727
44.1256,-123.1052,McKenzie River,23772701
42.9528,-71.4703,Merrimack River,6745688
42.8797,-71.4733,Merrimack River,6745872
42.812,-71.4734,Merrimack River,6745950
40.741,-106.2823,Michigan River,15996048
40.742,-106.2873,Michigan River,15998224
40.7518,-106.3024,Michigan River,15998224
42.3181,-72.9264,Middle Branch Westfield River,6096211
42.3142,-72.9231,Middle Branch Westfield River,6096211
42.3064,-72.9081,Middle Branch Westfield River,6096211
42.3467,-72.9558,Middle Branch Westfield River,6097235
42.3417,-72.9514,Middle Branch Westfield River,6097235
42.3375,-72.9367,Middle Branch Westfield River,6096211
42.3733,-72.9697,Middle Branch Westfield River,6096133
42.3572,-72.9639,Middle Branch Westfield River,6096147
42.3761,-72.9733,Middle Branch Westfield River,6096133
40.2989,-87.892,Middle Fork Vermilion River,10080198
40.1373,-87.7459,Middle Fork Vermilion River,10080598
44.6366,-90.1641,Mill Creek,14703470
44.6329,-90.14,Mill Creek,14703852
44.6306,-90.1204,Mill Creek,14703510
44.6281,-90.1,Mill Creek,14703510
44.8006,-122.8151,Mill Creek,23792733
44.8269,-122.8262,Mill Creek,23791203
44.8351,-122.8557,Mill Creek,23791203
44.8436,-122.9057,Mill Creek,23791201
44.8388,-122.9306,Mill Creek,23791199
44.8462,-122.962,Mill Creek,23791177
44.8609,-122.9652,Mill Creek,23791175
44.8818,-122.9776,Mill Creek,23791171
44.9042,-122.9867,Mill Creek,23791167
44.924,-122.9992,Mill Creek,23791167
44.9343,-123.0176,Mill Creek,23791161
44.9397,-123.0223,Mill Creek,23791161
44.9509,-123.0372,Mill Creek,23791161
37.0138,-83.6583,Mill Creek,505326
37.016,-83.6595,Mill Creek,505292
44.9042,-122.9867,Mill Ditch,23791167
44.9385,-123.0439,Mill Ditch,23792227
42.3883,-72.54,Mill River,6780875
42.3861,-72.5508,Mill River,6780873
42.3908,-72.5628,Mill River,6780873
42.6227,-72.1546,Millers River,9343773
42.6228,-72.1647,Millers River,9343447
42.6233,-72.1808,Millers River,9343483
42.6297,-72.1508,Millers River,9343773
40.4763,-85.6205,Mississinewa River,18503953
40.4887,-85.626,Mississinewa River,18503953
40.5214,-85.6242,Mississinewa River,18502925
40.5418,-85.6446,Mississinewa River,18503055
40.5586,-85.6464,Mississinewa River,18503055
40.5617,-85.6599,Mississinewa River,18503055
40.5762,-85.6594,Mississinewa River,18503041
40.5844,-85.6611,Mississinewa River,18503041
40.612,-85.6928,Mississinewa River,18503029
30.4457,-91.1916,Mississippi River,19088319
30.3478,-91.1929,Mississippi River,19086935
30.3221,-91.1427,Mississippi River,19086939
30.317,-91.1905,Mississippi River,19086947
30.2835,-91.2226,Mississippi River,19086947
30.0507,-90.5613,Mississippi River,19086183
29.951,-90.1381,Mississippi River,22799307
30.4222,-91.2,Mississippi River,19086929
30.3733,-91.2363,Mississippi River,19086929
30.0983,-90.9126,Mississippi River,19086177
29.8555,-89.9813,Mississippi River,22798749
29.5713,-89.797,Mississippi River,22798751
32.315,-90.9058,Mississippi River,19266232
31.5604,-91.4187,Mississippi River,19268286
31.0826,-91.5841,Mississippi River,19269170
30.9982,-91.644,Mississippi River,19269466
30.9185,-91.5579,Mississippi River,19085415
30.7587,-91.3965,Mississippi River,19085457
33.1889,-91.0917,Mississippi River,18057738
33.1161,-91.1137,Mississippi River,18057738
33.0674,-91.1616,Mississippi River,18057740
33.0043,-91.1664,Mississippi River,18057742
32.6837,-91.0746,Mississippi River,18059662
29.8625,-89.9764,Mississippi River,22798749
29.7786,-90.0212,Mississippi River,22799321
29.6672,-89.9596,Mississippi River,22798751
29.179,-89.2643,Mississippi River,22812041
30.7587,-91.3964,Mississippi River,19085457
30.6466,-91.2984,Mississippi River,19085485
30.4395,-91.1962,Mississippi River,19088319
29.9342,-90.139,Mississippi River,22799307
29.8549,-89.9779,Mississippi River,22798749
29.5728,-89.7957,Mississippi River,22798751
30.0985,-90.9129,Mississippi River,19086177
30.0516,-90.5615,Mississippi River,19086183
29.9349,-90.1362,Mississippi River,22799307
38.6748,-90.1871,Mississippi River,3624727
38.2296,-90.362,Mississippi River,3629147
37.9919,-90.0283,Mississippi River,3630823
37.9028,-89.8529,Mississippi River,5089890
36.9784,-89.1478,Mississippi River,5093448
42.4858,-96.4139,Missouri River,17244390
42.0072,-96.2417,Missouri River,17244488
41.5509,-96.0957,Missouri River,17246492
41.2589,-95.9225,Missouri River,17219468
41.0012,-95.8669,Missouri River,7310895
42.8661,-97.3939,Missouri River,11761498
42.6056,-96.7088,Missouri River,11762284
41.3437,-95.9575,Missouri River,17219446
41.282,-95.8813,Missouri River,17219468
40.6742,-95.8378,Missouri River,7312373
40.3994,-95.6521,Missouri River,3702488
40.0536,-95.4222,Missouri River,3702540
39.7492,-94.8589,Missouri River,2252949
39.5597,-95.1135,Missouri River,2254113
39.3171,-94.9072,Missouri River,2255349
39.1119,-94.588,Missouri River,4391417
39.1871,-93.8966,Missouri River,4388505
39.215,-93.5152,Missouri River,4388401
39.2223,-92.8488,Missouri River,5158001
38.9813,-92.7458,Missouri River,5166609
38.8017,-92.3787,Missouri River,5166847
38.5871,-92.1786,Missouri River,5166993
38.7098,-91.4385,Missouri River,6013072
38.5577,-90.9981,Missouri River,6010292
38.6875,-90.6627,Missouri River,6010168
38.8428,-90.2356,Missouri River,6010080
43.199,-75.3894,Mohawk River,22743661
43.1653,-75.326,Mohawk River,22743671
43.1306,-75.2789,Mohawk River,22743033
43.1115,-75.237,Mohawk River,22743687
43.108,-75.2114,Mohawk River,22751889
43.1064,-75.2081,Mohawk River,22751889
43.0908,-75.1578,Mohawk River,22743207
43.044,-75.0693,Mohawk River,22743931
43.0158,-74.9952,Mohawk River,22741905
43.0178,-74.917,Mohawk River,22741659
43.0369,-74.8647,Mohawk River,22741603
43.0383,-74.8465,Mohawk River,22741603
43.0147,-74.7843,Mohawk River,22741623
42.9924,-74.7084,Mohawk River,22745975
42.939,-74.6215,Mohawk River,22746061
42.9082,-74.5772,Mohawk River,22746121
42.918,-74.4466,Mohawk River,22746047
42.9504,-74.369,Mohawk River,22745895
42.9447,-74.2882,Mohawk River,22745859
42.946,-74.2113,Mohawk River,22745825
42.9177,-74.1407,Mohawk River,22745867
42.878,-74.0422,Mohawk River,22746005
42.8298,-73.9904,Mohawk River,22744313
42.8309,-73.9296,Mohawk River,22744303
42.8043,-73.8464,Mohawk River,22744315
42.8065,-73.7223,Mohawk River,22744299
45.1686,-122.5428,Molalla River,23800840
45.1856,-122.5593,Molalla River,23800838
45.2,-122.5811,Molalla River,23800834
45.2133,-122.5972,Molalla River,23800834
45.2282,-122.6344,Molalla River,23800830
45.2385,-122.6583,Molalla River,23800830
45.2443,-122.6873,Molalla River,23800820
45.2555,-122.7075,Molalla River,23800828
45.2811,-122.7112,Molalla River,23801102
45.2673,-122.7105,Molalla River,23800828
39.5809,-77.3136,Monocacy River,8448722
39.5343,-77.3537,Monocacy River,8448952
39.4798,-77.388,Monocacy River,8449924
39.4429,-77.3915,Monocacy River,8450100
39.4028,-77.3661,Monocacy River,8450266
39.3264,-77.4135,Monocacy River,8450498
39.2646,-77.4378,Monocacy River,8450698
39.2241,-77.4523,Monocacy River,8450956
39.714,-77.2157,Monocacy River,8448354
39.6986,-77.2157,Monocacy River,8448416
39.6788,-77.2345,Monocacy River,8448416
39.6307,-77.2886,Monocacy River,8448554
39.0705,-104.8744,Monument Creek,1528177
39.0567,-104.863,Monument Creek,1528177
39.0475,-104.8575,Monument Creek,1528183
39.0311,-104.8483,Monument Creek,1528197
39.0208,-104.8405,Monument Creek,1528197
38.9828,-104.8291,Monument Creek,1529439
38.9589,-104.8347,Monument Creek,1529491
38.9507,-104.829,Monument Creek,1529505
38.9359,-104.8171,Monument Creek,1529541
38.9178,-104.8186,Monument Creek,1529569
38.8888,-104.826,Monument Creek,1529617
38.8461,-104.8289,Monument Creek,1529719
39.0165,-104.8411,Monument Creek,1528201
39.01,-104.8347,Monument Creek,1528217
38.8761,-104.8308,Monument Creek,1529685
38.8286,-104.8333,Monument Creek,1529719
39.0624,-104.8651,Monument Creek,1528177
43.0562,-89.0712,Mud Creek Tributary,13293854
43.0578,-89.0712,Mud Creek Tributary,13293854
43.0612,-89.07,Mud Creek Tributary,13293854
43.0612,-89.0635,Mud Creek Tributary,13293854
39.3747,-84.2846,Muddy Creek,3934310
39.3762,-84.282,Muddy Creek,3934310
39.3741,-84.2747,Muddy Creek,3934310
35.989,-94.3341,Muddy Fork,399992
36.0081,-94.3488,Muddy Fork,399044
36.0223,-94.3624,Muddy Fork,398974
36.0442,-94.3524,Muddy Fork,398866
36.0584,-94.3505,Muddy Fork,398744
35.989,-94.3346,Muddy Fork,399992
36.0083,-94.3487,Muddy Fork,399044
36.0224,-94.3627,Muddy Fork,398974
36.0375,-94.3575,Muddy Fork,398902
36.0589,-94.3509,Muddy Fork,398744
35.6268,-93.8876,Mulberry River,7751930
35.5772,-94.0158,Mulberry River,7752938
43.0296,-78.5066,Murder Creek,15567953
42.4956,-72.0233,Natty Pond Brook,7689971
42.49,-72.025,Natty Pond Brook,7691323
42.4811,-72.0272,Natty Pond Brook,7691323
42.4681,-72.0206,Natty Pond Brook,7691773
42.4644,-72.0136,Natty Pond Brook,7691773
42.4581,-72.0186,Natty Pond Brook,7691773
30.2134,-91.0382,New River,15209329
30.2357,-91.0267,New River,15209315
30.2339,-90.9549,New River,15206335
37.6512,-80.8867,New River,6906509
37.7813,-80.9013,New River,6919900
37.8542,-81.0712,New River,6920842
37.9367,-81.0637,New River,6920810
38.0688,-81.0826,New River,6919042
38.1172,-81.1196,New River,6919036
38.152,-81.1795,New River,6919020
40.7502,-81.3701,Nimishillen Creek,19389766
40.7174,-81.3474,Nimishillen Creek,19389766
42.9826,-76.3354,Ninemile Creek,21977029
43.017,-76.3401,Ninemile Creek,21974569
43.0392,-76.308,Ninemile Creek,21974463
43.0777,-76.2639,Ninemile Creek,21974285
43.0809,-76.2263,Ninemile Creek,21974253
42.6786,-73.9069,Normans Kill,6185846
42.6672,-73.8967,Normans Kill,6185846
39.6218,-78.7734,North Branch Potomac River,14363552
39.5802,-78.7456,North Branch Potomac River,14363594
39.5377,-78.6136,North Branch Potomac River,14363650
33.4835,-80.8734,North Fork Edisto River,10542322
33.3554,-80.8874,North Fork Edisto River,10542338
33.2925,-80.8851,North Fork Edisto River,10542346
37.5132,-83.3418,North Fork Kentucky River,454278
37.5184,-83.3519,North Fork Kentucky River,454256
37.528,-83.342,North Fork Kentucky River,454256
40.2387,-82.4564,North Fork Licking River,15362745
40.2356,-82.4548,North Fork Licking River,15362745
40.2287,-82.449,North Fork Licking River,15362745
40.2161,-82.4407,North Fork Licking River,15362779
41.2633,-98.4492,North Loup River,17324499
42.8588,-106.212,North Platte River,22107447
42.8511,-105.9815,North Platte River,22109419
42.8402,-105.742,North Platte River,22109475
41.8661,-103.7214,North Platte River,17509050
41.8561,-103.7057,North Platte River,17509076
41.8561,-103.7054,North Platte River,17509076
41.8521,-103.6851,North Platte River,17510084
41.8519,-103.6629,North Platte River,17510084
41.8471,-103.6513,North Platte River,17510084
42.8445,-106.3571,North Platte River,22115563
42.7631,-105.3948,North Platte River,22091807
42.6505,-105.1633,North Platte River,22091955
42.8501,-106.3328,North Platte River,22107367
42.8656,-106.2977,North Platte River,22107277
27.8937,-82.0739,North Prong Alafia River,16896626
27.8881,-82.0776,North Prong Alafia River,16896626
27.8839,-82.1001,North Prong Alafia River,16896626
27.8823,-82.1024,North Prong Alafia River,16896626
27.863,-82.1376,North Prong Alafia River,16896626
42.6536,-72.7153,North River,10294784
42.6481,-72.7139,North River,10294784
42.6383,-72.7256,North River,10294784
36.0188,-92.2505,North Sylamore Creek,11830554
35.9727,-92.1769,North Sylamore Creek,11834242
42.735,-78.1314,Oatka Creek,15541475
42.7402,-78.1358,Oatka Creek,15541621
42.761,-78.1416,Oatka Creek,15541453
42.7729,-78.1247,Oatka Creek,15541423
42.8192,-78.0868,Oatka Creek,15541357
40.5492,-80.2056,Ohio River,3821223
40.649,-80.3834,Ohio River,3821063
40.6375,-80.5195,Ohio River,3821101
40.5283,-80.6253,Ohio River,3821343
40.1498,-80.7015,Ohio River,19453177
32.3533,-88.7564,Okatibbee Creek,18194645
32.2985,-88.7536,Okatibbee Creek,18195331
32.2581,-88.7556,Okatibbee Creek,18195359
44.236,-123.2658,Old Long Tom Channel,23765781
44.2521,-123.2684,Old Long Tom Channel,23763091
43.083,-75.6222,Oneida Creek,22024114
43.0977,-75.6401,Oneida Creek,22024054
43.1152,-75.669,Oneida Creek,22024054
43.1398,-75.708,Oneida Creek,22023616
43.1545,-75.7206,Oneida Creek,22023594
43.1642,-75.7371,Oneida Creek,22023556
43.2402,-76.1408,Oneida River,22026110
43.2705,-76.2063,Oneida River,22026072
43.2049,-76.218,Oneida River,22026196
43.2167,-76.2472,Oneida River,22026168
43.2127,-76.2654,Oneida River,22026200
43.2017,-76.278,Oneida River,22026202
30.3008,-81.8487,Ortega River,16659417
30.2477,-81.797,Ortega River,16659459
30.2469,-81.7968,Ortega River,16659459
30.2403,-81.7939,Ortega River,16658681
30.233,-81.7941,Ortega River,16659489
36.3154,-94.1866,Osage Creek,397258
36.3062,-94.2099,Osage Creek,397282
36.2836,-94.2273,Osage Creek,397364
36.2656,-94.2377,Osage Creek,397442
36.2406,-94.2538,Osage Creek,399498
36.222,-94.2885,Osage Creek,399500
36.1967,-94.338,Osage Creek,397816
36.1912,-94.3883,Osage Creek,397844
43.3247,-76.4206,Oswego River,21972796
43.3355,-76.4173,Oswego River,21972796
43.2009,-76.2798,Oswego River,21972840
43.2273,-76.3005,Oswego River,21972840
43.3236,-76.42,Oswego River,21972796
43.3536,-76.4277,Oswego River,21972778
43.4004,-76.4733,Oswego River,21972768
43.4517,-76.5052,Oswego River,21972746
42.5747,-72.0228,Otter River,9343547
42.5839,-72.0425,Otter River,9343543
